2024-11-26 00:00:58.640 [http-nio-8081-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-11-26 14:16:11.392 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.3.Final
2024-11-26 14:16:11.451 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2024-11-26 14:16:11.908 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2024-11-26 14:16:11.987 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2024-11-26 14:16:12.229 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@605eb072
2024-11-26 14:16:12.231 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2024-11-26 14:16:12.313 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2024-11-26 14:16:12.315 [main] WARN  org.hibernate.orm.deprecation - HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
2024-11-26 14:16:13.882 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-11-26 14:16:13.886 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-11-26 14:16:14.479 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2024-11-26 14:16:14.647 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-11-26 14:16:14.674 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 98bfb1c6-958e-4b7f-af93-565f8440b35c

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2024-11-26 14:16:14.698 [main] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name inMemoryUserDetailsManager
2024-11-26 14:16:15.310 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2024-11-26 14:16:15.335 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8081 (http) with context path '/'
2024-11-26 14:16:15.343 [main] INFO  c.b.integrador.IntegradorApplication - Started IntegradorApplication in 8.582 seconds (process running for 9.11)
2024-11-26 14:17:17.210 [http-nio-8081-exec-3] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-11-26 14:17:17.212 [http-nio-8081-exec-3] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2024-11-26 14:17:17.215 [http-nio-8081-exec-3] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 3 ms
2024-11-26 14:17:17.449 [http-nio-8081-exec-3] INFO  c.b.integrador.Service.PedidoService - Iniciando creación de pedido...
2024-11-26 14:17:17.562 [http-nio-8081-exec-3] INFO  c.b.integrador.Service.PedidoService - Usuario validado: 1
2024-11-26 14:17:17.562 [http-nio-8081-exec-3] INFO  c.b.integrador.Service.PedidoService - Recojo en tienda detectado, buscando local: Velazco Av Grau 199
2024-11-26 14:17:17.562 [http-nio-8081-exec-3] INFO  c.b.integrador.Service.PedidoService - Buscando dirección para el local: Velazco Av Grau 199
2024-11-26 14:20:08.818 [main] INFO  c.b.integrador.IntegradorApplication - Starting IntegradorApplication using Java 21.0.4 with PID 7712 (C:\Users\lmart\OneDrive\Documents\ProyectoIntegradorBackend\integrador\target\classes started by lmart in C:\Users\lmart\OneDrive\Documents\ProyectoIntegradorBackend\integrador)
2024-11-26 14:20:08.821 [main] INFO  c.b.integrador.IntegradorApplication - No active profile set, falling back to 1 default profile: "default"
2024-11-26 14:20:10.354 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-11-26 14:20:10.505 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 131 ms. Found 15 JPA repository interfaces.
2024-11-26 14:20:11.454 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8081 (http)
2024-11-26 14:20:11.465 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2024-11-26 14:20:11.471 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2024-11-26 14:20:11.471 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.30]
2024-11-26 14:20:11.552 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-11-26 14:20:11.554 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2666 ms
2024-11-26 14:20:11.797 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-11-26 14:20:11.873 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.3.Final
2024-11-26 14:20:11.915 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2024-11-26 14:20:12.232 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2024-11-26 14:20:12.270 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2024-11-26 14:20:12.508 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@154864f8
2024-11-26 14:20:12.511 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2024-11-26 14:20:12.559 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2024-11-26 14:20:12.562 [main] WARN  org.hibernate.orm.deprecation - HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
2024-11-26 14:20:14.092 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-11-26 14:20:14.098 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-11-26 14:20:14.723 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2024-11-26 14:20:14.897 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-11-26 14:20:14.920 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 36ed2240-e290-475a-bb09-805312d70b3c

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2024-11-26 14:20:14.959 [main] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name inMemoryUserDetailsManager
2024-11-26 14:20:15.608 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2024-11-26 14:20:15.634 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8081 (http) with context path '/'
2024-11-26 14:20:15.642 [main] INFO  c.b.integrador.IntegradorApplication - Started IntegradorApplication in 7.545 seconds (process running for 8.051)
2024-11-26 14:20:24.496 [http-nio-8081-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-11-26 14:20:24.496 [http-nio-8081-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2024-11-26 14:20:24.498 [http-nio-8081-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2024-11-26 14:32:46.157 [main] INFO  c.b.integrador.IntegradorApplication - Starting IntegradorApplication using Java 21.0.4 with PID 3420 (C:\Users\lmart\OneDrive\Documents\ProyectoIntegradorBackend\integrador\target\classes started by lmart in C:\Users\lmart\OneDrive\Documents\ProyectoIntegradorBackend\integrador)
2024-11-26 14:32:46.159 [main] INFO  c.b.integrador.IntegradorApplication - No active profile set, falling back to 1 default profile: "default"
2024-11-26 14:32:47.155 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-11-26 14:32:47.272 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 108 ms. Found 15 JPA repository interfaces.
2024-11-26 14:32:48.085 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8081 (http)
2024-11-26 14:32:48.098 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2024-11-26 14:32:48.110 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2024-11-26 14:32:48.111 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.30]
2024-11-26 14:32:48.204 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-11-26 14:32:48.206 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1970 ms
2024-11-26 14:32:48.389 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-11-26 14:32:48.459 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.3.Final
2024-11-26 14:32:48.500 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2024-11-26 14:32:48.823 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2024-11-26 14:32:48.873 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2024-11-26 14:32:49.088 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@79ba0285
2024-11-26 14:32:49.092 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2024-11-26 14:32:49.166 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2024-11-26 14:32:49.169 [main] WARN  org.hibernate.orm.deprecation - HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
2024-11-26 14:32:50.349 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-11-26 14:32:50.352 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-11-26 14:32:50.820 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2024-11-26 14:32:51.070 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-11-26 14:32:51.114 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 3507f319-27c8-425d-b79c-82b9a0cc1f7c

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2024-11-26 14:32:51.153 [main] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name inMemoryUserDetailsManager
2024-11-26 14:32:51.793 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2024-11-26 14:32:51.820 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8081 (http) with context path '/'
2024-11-26 14:32:51.828 [main] INFO  c.b.integrador.IntegradorApplication - Started IntegradorApplication in 6.423 seconds (process running for 7.022)
2024-11-26 14:33:08.099 [http-nio-8081-exec-2] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-11-26 14:33:08.100 [http-nio-8081-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2024-11-26 14:33:08.101 [http-nio-8081-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2024-11-26 14:33:08.325 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Iniciando creación del pedido...
2024-11-26 14:33:08.451 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Usuario validado: 1
2024-11-26 14:33:08.451 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Procesando pedido para delivery...
2024-11-26 14:33:08.553 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Nueva dirección detectada, guardando...
2024-11-26 14:33:08.653 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Dirección para delivery asignada: Calle Nueva 123
2024-11-26 14:33:08.654 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Procesando productos del pedido...
2024-11-26 14:33:08.770 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Producto procesado: Pan Integral - Cantidad: 2
2024-11-26 14:33:08.860 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Producto procesado: Test - Cantidad: 1
2024-11-26 14:33:35.532 [http-nio-8081-exec-9] INFO  c.b.integrador.Service.PedidoService - Iniciando creación del pedido...
2024-11-26 14:33:35.536 [http-nio-8081-exec-9] INFO  c.b.integrador.Service.PedidoService - Usuario validado: 2
2024-11-26 14:33:35.536 [http-nio-8081-exec-9] INFO  c.b.integrador.Service.PedidoService - Procesando pedido para delivery...
2024-11-26 14:33:35.540 [http-nio-8081-exec-9] INFO  c.b.integrador.Service.PedidoService - Dirección para delivery asignada: Urb Villas del sol E-15
2024-11-26 14:33:35.542 [http-nio-8081-exec-9] INFO  c.b.integrador.Service.PedidoService - Procesando productos del pedido...
2024-11-26 14:33:35.611 [http-nio-8081-exec-9] INFO  c.b.integrador.Service.PedidoService - Producto procesado: Pan Integral - Cantidad: 1
2024-11-26 14:33:35.751 [http-nio-8081-exec-9] INFO  c.b.integrador.Service.PedidoService - Producto procesado: Test - Cantidad: 1
2024-11-26 14:33:35.834 [http-nio-8081-exec-9] INFO  c.b.integrador.Service.PedidoService - Pedido creado con éxito. ID del pedido: 6
2024-11-26 14:34:14.055 [http-nio-8081-exec-3] INFO  c.b.integrador.Service.PedidoService - Iniciando creación del pedido...
2024-11-26 14:34:14.059 [http-nio-8081-exec-3] INFO  c.b.integrador.Service.PedidoService - Usuario validado: 2
2024-11-26 14:34:14.060 [http-nio-8081-exec-3] INFO  c.b.integrador.Service.PedidoService - Procesando productos del pedido...
2024-11-26 14:34:14.140 [http-nio-8081-exec-3] INFO  c.b.integrador.Service.PedidoService - Producto procesado: Pan Integral - Cantidad: 2
2024-11-26 14:34:14.250 [http-nio-8081-exec-3] INFO  c.b.integrador.Service.PedidoService - Producto procesado: Test - Cantidad: 2
2024-11-26 14:34:14.409 [http-nio-8081-exec-3] INFO  c.b.integrador.Service.PedidoService - Pedido creado con éxito. ID del pedido: 7
2024-11-26 14:44:04.761 [http-nio-8081-exec-1] INFO  c.b.integrador.Service.PedidoService - Iniciando creación del pedido...
2024-11-26 14:44:04.822 [http-nio-8081-exec-1] INFO  c.b.integrador.Service.PedidoService - Usuario validado: 2
2024-11-26 14:44:04.823 [http-nio-8081-exec-1] INFO  c.b.integrador.Service.PedidoService - Procesando productos del pedido...
2024-11-26 14:44:04.933 [http-nio-8081-exec-1] INFO  c.b.integrador.Service.PedidoService - Producto procesado: Pan Integral - Cantidad: 3
2024-11-26 14:44:05.034 [http-nio-8081-exec-1] INFO  c.b.integrador.Service.PedidoService - Producto procesado: Test - Cantidad: 2
2024-11-26 14:44:05.091 [http-nio-8081-exec-1] INFO  c.b.integrador.Service.PedidoService - Pedido creado con éxito. ID del pedido: 8
2024-11-26 14:49:08.444 [http-nio-8081-exec-3] INFO  c.b.integrador.Service.PedidoService - Iniciando creación del pedido...
2024-11-26 14:49:08.448 [http-nio-8081-exec-3] INFO  c.b.integrador.Service.PedidoService - Usuario validado: 2
2024-11-26 14:49:08.448 [http-nio-8081-exec-3] INFO  c.b.integrador.Service.PedidoService - Procesando productos del pedido...
2024-11-26 14:49:08.533 [http-nio-8081-exec-3] INFO  c.b.integrador.Service.PedidoService - Producto procesado: Pan Integral - Cantidad: 1
2024-11-26 14:49:08.616 [http-nio-8081-exec-3] INFO  c.b.integrador.Service.PedidoService - Pedido creado con éxito. ID del pedido: 1
2024-11-26 14:49:23.183 [http-nio-8081-exec-9] INFO  c.b.integrador.Service.PedidoService - Iniciando creación del pedido...
2024-11-26 14:49:23.187 [http-nio-8081-exec-9] INFO  c.b.integrador.Service.PedidoService - Usuario validado: 2
2024-11-26 14:49:23.187 [http-nio-8081-exec-9] INFO  c.b.integrador.Service.PedidoService - Procesando productos del pedido...
2024-11-26 14:49:23.248 [http-nio-8081-exec-9] INFO  c.b.integrador.Service.PedidoService - Producto procesado: Pan Integral - Cantidad: 1
2024-11-26 14:49:23.307 [http-nio-8081-exec-9] INFO  c.b.integrador.Service.PedidoService - Pedido creado con éxito. ID del pedido: 2
2024-11-26 14:49:36.510 [http-nio-8081-exec-8] INFO  c.b.integrador.Service.PedidoService - Iniciando creación del pedido...
2024-11-26 14:49:36.515 [http-nio-8081-exec-8] INFO  c.b.integrador.Service.PedidoService - Usuario validado: 2
2024-11-26 14:49:36.516 [http-nio-8081-exec-8] INFO  c.b.integrador.Service.PedidoService - Procesando productos del pedido...
2024-11-26 14:49:36.573 [http-nio-8081-exec-8] INFO  c.b.integrador.Service.PedidoService - Producto procesado: Pan Integral - Cantidad: 1
2024-11-26 14:49:36.631 [http-nio-8081-exec-8] INFO  c.b.integrador.Service.PedidoService - Pedido creado con éxito. ID del pedido: 3
2024-11-26 14:49:58.568 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Iniciando creación del pedido...
2024-11-26 14:49:58.573 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Usuario validado: 2
2024-11-26 14:49:58.573 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Procesando pedido para delivery...
2024-11-26 14:49:58.577 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Nueva dirección detectada, guardando...
2024-11-26 14:49:58.639 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Dirección para delivery asignada: Urb Villas del sol Etapa 2 E-15
2024-11-26 14:49:58.640 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Procesando productos del pedido...
2024-11-26 14:49:58.839 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Producto procesado: Pan Integral - Cantidad: 1
2024-11-26 14:49:58.948 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Pedido creado con éxito. ID del pedido: 4
2024-11-26 14:50:06.070 [http-nio-8081-exec-10] INFO  c.b.integrador.Service.PedidoService - Iniciando creación del pedido...
2024-11-26 14:50:06.074 [http-nio-8081-exec-10] INFO  c.b.integrador.Service.PedidoService - Usuario validado: 2
2024-11-26 14:50:06.074 [http-nio-8081-exec-10] INFO  c.b.integrador.Service.PedidoService - Procesando pedido para delivery...
2024-11-26 14:50:06.080 [http-nio-8081-exec-10] INFO  c.b.integrador.Service.PedidoService - Dirección para delivery asignada: Urb Villas del sol Etapa 2 E-15
2024-11-26 14:50:06.081 [http-nio-8081-exec-10] INFO  c.b.integrador.Service.PedidoService - Procesando productos del pedido...
2024-11-26 14:50:06.130 [http-nio-8081-exec-10] INFO  c.b.integrador.Service.PedidoService - Producto procesado: Pan Integral - Cantidad: 1
2024-11-26 14:50:06.205 [http-nio-8081-exec-10] INFO  c.b.integrador.Service.PedidoService - Pedido creado con éxito. ID del pedido: 5
2024-11-26 21:34:32.627 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=5h58m12s540ms989µs901ns).
2024-11-26 21:48:54.314 [main] INFO  c.b.integrador.IntegradorApplication - Starting IntegradorApplication using Java 21.0.4 with PID 17220 (C:\Users\lmart\OneDrive\Documents\ProyectoIntegradorBackend\integrador\target\classes started by lmart in C:\Users\lmart\OneDrive\Documents\ProyectoIntegradorBackend\integrador)
2024-11-26 21:48:54.320 [main] INFO  c.b.integrador.IntegradorApplication - No active profile set, falling back to 1 default profile: "default"
2024-11-26 21:48:55.433 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-11-26 21:48:55.568 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 125 ms. Found 15 JPA repository interfaces.
2024-11-26 21:48:56.642 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8081 (http)
2024-11-26 21:48:56.677 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2024-11-26 21:48:56.685 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2024-11-26 21:48:56.688 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.30]
2024-11-26 21:48:56.837 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-11-26 21:48:56.839 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2452 ms
2024-11-26 21:48:57.250 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-11-26 21:48:57.436 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.3.Final
2024-11-26 21:48:57.543 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2024-11-26 21:48:58.118 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2024-11-26 21:48:58.209 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2024-11-26 21:48:58.578 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@598778cc
2024-11-26 21:48:58.587 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2024-11-26 21:48:58.667 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2024-11-26 21:48:58.670 [main] WARN  org.hibernate.orm.deprecation - HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
2024-11-26 21:49:00.273 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-11-26 21:49:00.277 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-11-26 21:49:01.023 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2024-11-26 21:49:01.217 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-11-26 21:49:01.249 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 52b903b8-8eaa-4cf6-aad7-c57ac8a9dc13

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2024-11-26 21:49:01.281 [main] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name inMemoryUserDetailsManager
2024-11-26 21:49:02.263 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2024-11-26 21:49:02.304 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8081 (http) with context path '/'
2024-11-26 21:49:02.317 [main] INFO  c.b.integrador.IntegradorApplication - Started IntegradorApplication in 8.952 seconds (process running for 9.521)
2024-11-26 21:49:27.845 [http-nio-8081-exec-6] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-11-26 21:49:27.846 [http-nio-8081-exec-6] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2024-11-26 21:49:27.847 [http-nio-8081-exec-6] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2024-11-26 21:49:27.992 [http-nio-8081-exec-6] INFO  c.b.integrador.Service.PedidoService - Iniciando creación del pedido...
2024-11-26 21:51:54.287 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2024-11-26 21:51:54.290 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2024-11-26 21:51:54.299 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2024-11-26 21:52:31.146 [main] INFO  c.b.integrador.IntegradorApplication - Starting IntegradorApplication using Java 21.0.4 with PID 8724 (C:\Users\lmart\OneDrive\Documents\ProyectoIntegradorBackend\integrador\target\classes started by lmart in C:\Users\lmart\OneDrive\Documents\ProyectoIntegradorBackend\integrador)
2024-11-26 21:52:31.150 [main] INFO  c.b.integrador.IntegradorApplication - No active profile set, falling back to 1 default profile: "default"
2024-11-26 21:52:32.326 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-11-26 21:52:32.480 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 141 ms. Found 15 JPA repository interfaces.
2024-11-26 21:52:33.288 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8081 (http)
2024-11-26 21:52:33.307 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2024-11-26 21:52:33.315 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
